[2024-03-16 06:41:59,834] [1    ] [INFO ] [] - ========== Box Edit v4.24.0.1029 ==========
[2024-03-16 07:02:06,743] [22   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 07:02:06,743] [22   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 07:12:06,761] [23   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 07:12:06,761] [23   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 07:12:06,761] [23   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 18:01:24,378] [22   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 18:01:24,378] [22   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 18:01:24,378] [22   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 18:11:24,404] [21   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 18:11:24,407] [21   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 18:11:24,407] [21   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 18:21:24,411] [8    ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 18:21:24,415] [8    ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 18:21:24,421] [8    ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 18:31:24,418] [16   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 18:31:24,418] [16   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 18:31:24,418] [16   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 18:41:24,442] [18   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 18:41:24,445] [18   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 18:41:24,445] [18   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 18:51:24,454] [15   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 18:51:24,456] [15   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 18:51:24,456] [15   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 19:01:24,473] [14   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 19:01:24,477] [14   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 19:01:24,478] [14   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 19:20:29,191] [14   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 19:20:29,193] [14   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 19:20:29,193] [14   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 19:30:29,220] [14   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 19:30:29,220] [14   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 19:30:29,220] [14   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 19:40:29,217] [15   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 19:40:29,220] [15   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 19:40:29,220] [15   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 19:56:02,620] [15   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 19:56:02,622] [15   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 19:56:02,623] [15   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 20:06:02,642] [14   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 20:06:02,643] [14   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 20:06:02,644] [14   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 20:16:02,651] [16   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 20:16:02,653] [16   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 20:16:02,655] [16   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 20:26:02,740] [8    ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 20:26:02,750] [8    ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 20:26:02,752] [8    ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 20:36:02,781] [12   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 20:36:02,792] [12   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 20:36:02,795] [12   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 20:46:02,853] [7    ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 20:46:02,854] [7    ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 20:46:02,855] [7    ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 20:56:02,900] [10   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 20:56:02,902] [10   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 20:56:02,903] [10   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 21:06:02,933] [9    ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 21:06:02,943] [9    ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 21:06:02,944] [9    ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 21:16:02,953] [18   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 21:16:02,955] [18   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 21:16:02,956] [18   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 21:26:02,970] [19   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 21:26:02,973] [19   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 21:26:02,974] [19   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 21:36:02,980] [20   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 21:36:02,982] [20   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 21:36:02,983] [20   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
[2024-03-16 21:46:02,998] [21   ] [INFO ] [] - Initializing the metrics collector
[2024-03-16 21:46:02,999] [21   ] [ERROR] [] - MetricsCollector::Initialize(171): Check Failed: !IsConfigured() - Return: MetricResult_InvalidState
[2024-03-16 21:46:02,999] [21   ] [ERROR] [] - Failed to initialized metrics collector - error: 2
